match_group_id,match_group_size,match_group_sources,duplicate_status,exact_duplicate_size,recommended_action,is_real_gig_guess,needs_review,review_reason,normalized_date,normalized_time,normalized_venue_key,source_family,source_file,source_row,source_segment,source_status,source_calendar,calendar_event_id,gig_bucket,venue_name,event_name,address_or_location,place_id,original_date,original_time,raw_text
G0220,2,google_calendar_export,duplicate_within_same_source_family,2,Exclude from gig count unless manually confirmed,no,yes,"Calendar row looks private, proposed, all-day tour, travel, or placeholder",2026-06-18,,summer tour summer tour,google_calendar_export,data/staged/jddm-calendar-gigs.csv,150,,BOOKED,justdeedeemusic@gmail.com,0d723581nj9f26fl9uooscmdvk@google.com,future_or_today,JDDM Summer Tour,JDDM Summer Tour,,,2026-06-18,,2026-06-18 | BOOKED | JDDM Summer Tour | JDDM Summer Tour
G0220,2,google_calendar_export,duplicate_within_same_source_family,2,Exclude from gig count unless manually confirmed,no,yes,"Calendar row looks private, proposed, all-day tour, travel, or placeholder",2026-06-18,,summer tour summer tour,google_calendar_export,data/staged/jddm-calendar-gigs.csv,151,,BOOKED,JDDM Web Events,085mf1ln0sp70gd0184cji29ng@google.com,future_or_today,JDDM Summer Tour,JDDM Summer Tour,,,2026-06-18,,2026-06-18 | BOOKED | JDDM Summer Tour | JDDM Summer Tour
G0221,2,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-08,19:00,brighten cleve mass copley,current_sheet_future_gigs,assets/data/jddm-venues.csv,68,1,Booked,,,future_or_today,Brighten Brewing Company,2026-07-08 7:00pm ET | BOOKED | Brighton Brewing | 537aq22nge6ml0eemgse7rrjcc@google.com,"1374 S Cleve-Mass Rd, Copley, OH, 44321",brighten-brewing-company-copley-oh-44321,2026-07-08 7:00pm ET | BOOKED | Brighton Brewing | 537aq22nge6ml0eemgse7rrjcc@google.com,2026-07-08 7:00pm ET | BOOKED | Brighton Brewing | 537aq22nge6ml0eemgse7rrjcc@google.com,2026-07-08 7:00pm ET | BOOKED | Brighton Brewing | 537aq22nge6ml0eemgse7rrjcc@google.com
G0221,2,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-08,19:00,brighton brighton,google_calendar_export,data/staged/jddm-calendar-gigs.csv,152,,BOOKED,justdeedeemusic@gmail.com,537aq22nge6ml0eemgse7rrjcc@google.com,future_or_today,Brighton Brewing,Brighton Brewing,,,2026-07-08,7:00pm,2026-07-08 | 7:00pm | BOOKED | Brighton Brewing | Brighton Brewing
G0222,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-10,,village inn longacre ln chippewa lake,current_sheet_future_gigs,assets/data/jddm-venues.csv,439,3,Booked,,,future_or_today,The Village Inn,2026-07-10,"5875 Longacre Ln, Chippewa Lake, OH, 44215",the-village-inn-chippewa-lake-oh-44215,2026-07-10,2026-07-10,2026-07-10
G0222,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-10,20:00,village inn longacre ln chippewa lake,current_sheet_future_gigs,assets/data/jddm-venues.csv,439,4,Booked,,,future_or_today,The Village Inn,2026-07-10 8:00pm ET | BOOKED | Village Inn | 0jcmr3h4i3jnlmmpcktho503c5@google.com,"5875 Longacre Ln, Chippewa Lake, OH, 44215",the-village-inn-chippewa-lake-oh-44215,2026-07-10 8:00pm ET | BOOKED | Village Inn | 0jcmr3h4i3jnlmmpcktho503c5@google.com,2026-07-10 8:00pm ET | BOOKED | Village Inn | 0jcmr3h4i3jnlmmpcktho503c5@google.com,2026-07-10 8:00pm ET | BOOKED | Village Inn | 0jcmr3h4i3jnlmmpcktho503c5@google.com
G0222,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-10,20:00,village inn village inn,google_calendar_export,data/staged/jddm-calendar-gigs.csv,153,,BOOKED,justdeedeemusic@gmail.com,0jcmr3h4i3jnlmmpcktho503c5@google.com,future_or_today,Village Inn,Village Inn,,,2026-07-10,8:00pm,2026-07-10 | 8:00pm | BOOKED | Village Inn | Village Inn
G0223,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-12,,crocker park westlake,current_sheet_future_gigs,assets/data/jddm-venues.csv,120,1,Booked,,,future_or_today,"Crocker Park  177 Market St.  Westlake, OH  44145",2026-07-12,OH,crocker-park-177-market-st-westlake-oh-44145,2026-07-12,2026-07-12,2026-07-12
G0223,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-12,16:00,crocker park westlake,current_sheet_future_gigs,assets/data/jddm-venues.csv,120,2,Booked,,,future_or_today,"Crocker Park  177 Market St.  Westlake, OH  44145",2026-07-12 4:00pm ET | BOOKED | Crocker Park | 2E9A184E-0F73-43C1-892D-7D6CA9C16BB3,OH,crocker-park-177-market-st-westlake-oh-44145,2026-07-12 4:00pm ET | BOOKED | Crocker Park | 2E9A184E-0F73-43C1-892D-7D6CA9C16BB3,2026-07-12 4:00pm ET | BOOKED | Crocker Park | 2E9A184E-0F73-43C1-892D-7D6CA9C16BB3,2026-07-12 4:00pm ET | BOOKED | Crocker Park | 2E9A184E-0F73-43C1-892D-7D6CA9C16BB3
G0223,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-12,16:00,crocker park crocker park,google_calendar_export,data/staged/jddm-calendar-gigs.csv,154,,BOOKED,justdeedeemusic@gmail.com,2E9A184E-0F73-43C1-892D-7D6CA9C16BB3,future_or_today,Crocker Park,Crocker Park,,,2026-07-12,4:00pm,2026-07-12 | 4:00pm | BOOKED | Crocker Park | Crocker Park
G0224,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-17,,bummin beaver washington chagrin falls,current_sheet_future_gigs,assets/data/jddm-venues.csv,74,1,Booked,,,future_or_today,Bummin' Beaver Brewery,2026-07-17,"11610 E Washington St, Chagrin Falls, OH, 44023",bummin-beaver-brewery-chagrin-falls-oh-44023,2026-07-17,2026-07-17,2026-07-17
G0224,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-17,18:00,bummin beaver washington chagrin falls,current_sheet_future_gigs,assets/data/jddm-venues.csv,74,2,Booked,,,future_or_today,Bummin' Beaver Brewery,2026-07-17 6:00pm ET | BOOKED | Bummin' Beaver Brewery | 11610 E Washington St,"11610 E Washington St, Chagrin Falls, OH, 44023",bummin-beaver-brewery-chagrin-falls-oh-44023,2026-07-17 6:00pm ET | BOOKED | Bummin' Beaver Brewery | 11610 E Washington St,2026-07-17 6:00pm ET | BOOKED | Bummin' Beaver Brewery | 11610 E Washington St,2026-07-17 6:00pm ET | BOOKED | Bummin' Beaver Brewery | 11610 E Washington St
G0224,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-17,18:00,bummin beaver bummin beaver washington chagrin falls,google_calendar_export,data/staged/jddm-calendar-gigs.csv,155,,BOOKED,justdeedeemusic@gmail.com,7tl8af0baq2ibqssh0hmkc58if@google.com,future_or_today,Bummin' Beaver Brewery,Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",,2026-07-17,6:00pm,"2026-07-17 | 6:00pm | BOOKED | Bummin' Beaver Brewery | Bummin' Beaver Brewery | 11610 E Washington St, Chagrin Falls, OH 44023"
G0225,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-18,,pint pie works cleveland massillon bath,current_sheet_future_gigs,assets/data/jddm-venues.csv,422,1,Booked,,,future_or_today,The Pint & Pie Works,2026-07-18,"1925 North Cleveland Massillon Rd, Bath, OH",the-pint-and-pie-works-bath-oh,2026-07-18,2026-07-18,2026-07-18
G0225,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-18,18:00,pint pie works cleveland massillon bath,current_sheet_future_gigs,assets/data/jddm-venues.csv,422,2,Booked,,,future_or_today,The Pint & Pie Works,2026-07-18 6:00pm ET | BOOKED | Pint & Pie Works | 2mrdbt3goib9v8g2kms4jqpgi9@google.com,"1925 North Cleveland Massillon Rd, Bath, OH",the-pint-and-pie-works-bath-oh,2026-07-18 6:00pm ET | BOOKED | Pint & Pie Works | 2mrdbt3goib9v8g2kms4jqpgi9@google.com,2026-07-18 6:00pm ET | BOOKED | Pint & Pie Works | 2mrdbt3goib9v8g2kms4jqpgi9@google.com,2026-07-18 6:00pm ET | BOOKED | Pint & Pie Works | 2mrdbt3goib9v8g2kms4jqpgi9@google.com
G0225,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-18,18:00,pint pie works pint pie works,google_calendar_export,data/staged/jddm-calendar-gigs.csv,156,,BOOKED,justdeedeemusic@gmail.com,2mrdbt3goib9v8g2kms4jqpgi9@google.com,future_or_today,Pint & Pie Works,Pint & Pie Works,,,2026-07-18,6:00pm,2026-07-18 | 6:00pm | BOOKED | Pint & Pie Works | Pint & Pie Works
G0226,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-19,,das weinhaus erhart litchfield,current_sheet_future_gigs,assets/data/jddm-venues.csv,126,3,Booked,,,future_or_today,Das Weinhaus,2026-07-19,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,2026-07-19,2026-07-19,2026-07-19
G0226,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-19,15:00,das weinhaus erhart litchfield,current_sheet_future_gigs,assets/data/jddm-venues.csv,126,4,Booked,,,future_or_today,Das Weinhaus,2026-07-19 3:00pm ET | BOOKED | Das Weinhaus | 45rv28t5bm1gelgtq31ejr4r3q@google.com,"3232 Erhart Rd, Litchfield, OH, 44253",das-weinhaus-litchfield-oh-44253,2026-07-19 3:00pm ET | BOOKED | Das Weinhaus | 45rv28t5bm1gelgtq31ejr4r3q@google.com,2026-07-19 3:00pm ET | BOOKED | Das Weinhaus | 45rv28t5bm1gelgtq31ejr4r3q@google.com,2026-07-19 3:00pm ET | BOOKED | Das Weinhaus | 45rv28t5bm1gelgtq31ejr4r3q@google.com
G0226,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-19,15:00,das weinhaus das weinhaus,google_calendar_export,data/staged/jddm-calendar-gigs.csv,157,,BOOKED,justdeedeemusic@gmail.com,45rv28t5bm1gelgtq31ejr4r3q@google.com,future_or_today,Das Weinhaus,Das Weinhaus,,,2026-07-19,3:00pm,2026-07-19 | 3:00pm | BOOKED | Das Weinhaus | Das Weinhaus
G0227,4,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,2,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-25,,agnese white pond akron white pond dr,current_sheet_future_gigs,assets/data/jddm-venues.csv,124,1,Booked,,,future_or_today,D'Agnese's,2026-07-25,"at White Pond Akron, 566 White Pond Dr, OH",d-agnese-s-akron-oh-44320,2026-07-25,2026-07-25,2026-07-25
G0227,4,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,2,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-25,,agnese white pond akron white pond dr,current_sheet_future_gigs,assets/data/jddm-venues.csv,124,2,Booked,,,future_or_today,D'Agnese's,Sat Jul 25 2026 00:00:00 GMT-0400 (Eastern Daylight Time),"at White Pond Akron, 566 White Pond Dr, OH",d-agnese-s-akron-oh-44320,Sat Jul 25 2026 00:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 25 2026 00:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 25 2026 00:00:00 GMT-0400 (Eastern Daylight Time)
G0227,4,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-25,18:00,white timbers rittman wadsworth,current_sheet_future_gigs,assets/data/jddm-venues.csv,486,1,Booked,,,future_or_today,White Timbers Winery,2026-07-25 6:00pm ET | BOOKED | White Timbers | h1hpvvaukltetnnmlssef4o74s@google.com,"10036 Rittman Rd, Wadsworth, OH, 44281",white-timbers-winery-wadsworth-oh-44281,2026-07-25 6:00pm ET | BOOKED | White Timbers | h1hpvvaukltetnnmlssef4o74s@google.com,2026-07-25 6:00pm ET | BOOKED | White Timbers | h1hpvvaukltetnnmlssef4o74s@google.com,2026-07-25 6:00pm ET | BOOKED | White Timbers | h1hpvvaukltetnnmlssef4o74s@google.com
G0227,4,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-25,18:00,white timbers white timbers,google_calendar_export,data/staged/jddm-calendar-gigs.csv,158,,BOOKED,justdeedeemusic@gmail.com,h1hpvvaukltetnnmlssef4o74s@google.com,future_or_today,White Timbers,White Timbers,,,2026-07-25,6:00pm,2026-07-25 | 6:00pm | BOOKED | White Timbers | White Timbers
G0228,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-26,,lorain center shipyard wy lorain,current_sheet_future_gigs,assets/data/jddm-venues.csv,245,1,Booked,,,future_or_today,Lorain Brewing Company and Event Center,2026-07-26,"500 Shipyard Wy, Lorain, OH, 44052",lorain-brewing-company-and-event-center-lorain-oh-44052,2026-07-26,2026-07-26,2026-07-26
G0228,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-26,13:00,lorain center shipyard wy lorain,current_sheet_future_gigs,assets/data/jddm-venues.csv,245,2,Booked,,,future_or_today,Lorain Brewing Company and Event Center,2026-07-26 1:00pm ET | BOOKED | Lorain Brewing | uuslbh9qqdelp1un8bfub21b8s@google.com,"500 Shipyard Wy, Lorain, OH, 44052",lorain-brewing-company-and-event-center-lorain-oh-44052,2026-07-26 1:00pm ET | BOOKED | Lorain Brewing | uuslbh9qqdelp1un8bfub21b8s@google.com,2026-07-26 1:00pm ET | BOOKED | Lorain Brewing | uuslbh9qqdelp1un8bfub21b8s@google.com,2026-07-26 1:00pm ET | BOOKED | Lorain Brewing | uuslbh9qqdelp1un8bfub21b8s@google.com
G0228,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-07-26,13:00,lorain lorain,google_calendar_export,data/staged/jddm-calendar-gigs.csv,159,,BOOKED,justdeedeemusic@gmail.com,uuslbh9qqdelp1un8bfub21b8s@google.com,future_or_today,Lorain Brewing,Lorain Brewing,,,2026-07-26,1:00pm,2026-07-26 | 1:00pm | BOOKED | Lorain Brewing | Lorain Brewing
G0229,1,google_calendar_export,unique_single_source,1,Exclude from gig count unless manually confirmed,no,yes,"Calendar row looks private, proposed, all-day tour, travel, or placeholder",2026-07-31,17:00,baci baci proposed,google_calendar_export,data/staged/jddm-calendar-gigs.csv,160,,PROPOSED,justdeedeemusic@gmail.com,13oiil9a2jiouktpsnejldnaet@google.com,future_or_today,Baci Winery,Baci Winery - Proposed,,,2026-07-31,5:00pm,2026-07-31 | 5:00pm | PROPOSED | Baci Winery | Baci Winery - Proposed
G0257,2,current_sheet_future_gigs,duplicate_within_same_source_family,2,Deduplicate repeated source fragments,yes,,,2026-07-31,,baci warner madison,current_sheet_future_gigs,assets/data/jddm-venues.csv,26,1,Booked,,,future_or_today,Baci Winery 7800 Warner Rd,2026-07-31,"Madison, OH 44057, OH",baci-winery-7800-warner-rd-madison-oh-44057,2026-07-31,2026-07-31,2026-07-31
G0257,2,current_sheet_future_gigs,duplicate_within_same_source_family,2,Deduplicate repeated source fragments,yes,,,2026-07-31,,baci warner madison,current_sheet_future_gigs,assets/data/jddm-venues.csv,26,2,Booked,,,future_or_today,Baci Winery 7800 Warner Rd,Fri Jul 31 2026 00:00:00 GMT-0400 (Eastern Daylight Time),"Madison, OH 44057, OH",baci-winery-7800-warner-rd-madison-oh-44057,Fri Jul 31 2026 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 31 2026 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 31 2026 00:00:00 GMT-0400 (Eastern Daylight Time)
G0230,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-01,,seville main seville,current_sheet_future_gigs,assets/data/jddm-venues.csv,506,1,Booked,,,future_or_today,Seville Farm Market,2026-08-01,"73 W Main St, Seville, OH",seville-farm-market-united-states,2026-08-01,2026-08-01,2026-08-01
G0230,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-01,09:00,seville main seville,current_sheet_future_gigs,assets/data/jddm-venues.csv,506,2,Booked,,,future_or_today,Seville Farm Market,2026-08-01 9:00am ET | BOOKED | Seville Farmers Market | 0u4ovf02t8kpgd4g8md71cs7gn@google.com,"73 W Main St, Seville, OH",seville-farm-market-united-states,2026-08-01 9:00am ET | BOOKED | Seville Farmers Market | 0u4ovf02t8kpgd4g8md71cs7gn@google.com,2026-08-01 9:00am ET | BOOKED | Seville Farmers Market | 0u4ovf02t8kpgd4g8md71cs7gn@google.com,2026-08-01 9:00am ET | BOOKED | Seville Farmers Market | 0u4ovf02t8kpgd4g8md71cs7gn@google.com
G0230,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-01,09:00,seville seville,google_calendar_export,data/staged/jddm-calendar-gigs.csv,161,,BOOKED,justdeedeemusic@gmail.com,0u4ovf02t8kpgd4g8md71cs7gn@google.com,future_or_today,Seville Farmers Market,Seville Farmers Market,,,2026-08-01,9:00am,2026-08-01 | 9:00am | BOOKED | Seville Farmers Market | Seville Farmers Market
G0231,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-02,,castaway craig pub grub grandview lake milton,current_sheet_future_gigs,assets/data/jddm-venues.csv,91,3,Booked,,,future_or_today,Castaway Craig's Pub & Grub,2026-08-02,"2114 Grandview Rd, Lake Milton, OH, 44429",castaway-craig-s-pub-and-grub-lake-milton-oh-44429,2026-08-02,2026-08-02,2026-08-02
G0231,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-02,14:00,castaway craig pub grub grandview lake milton,current_sheet_future_gigs,assets/data/jddm-venues.csv,91,4,Booked,,,future_or_today,Castaway Craig's Pub & Grub,2026-08-02 2:00pm ET | BOOKED | Castaway Craigs - Lake Milton | 288B1C09-705C-4C4F-92AA-32A5EB5CC7FC,"2114 Grandview Rd, Lake Milton, OH, 44429",castaway-craig-s-pub-and-grub-lake-milton-oh-44429,2026-08-02 2:00pm ET | BOOKED | Castaway Craigs - Lake Milton | 288B1C09-705C-4C4F-92AA-32A5EB5CC7FC,2026-08-02 2:00pm ET | BOOKED | Castaway Craigs - Lake Milton | 288B1C09-705C-4C4F-92AA-32A5EB5CC7FC,2026-08-02 2:00pm ET | BOOKED | Castaway Craigs - Lake Milton | 288B1C09-705C-4C4F-92AA-32A5EB5CC7FC
G0231,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-02,14:00,castaway craigs lake milton castaway craigs lake milton,google_calendar_export,data/staged/jddm-calendar-gigs.csv,162,,BOOKED,justdeedeemusic@gmail.com,288B1C09-705C-4C4F-92AA-32A5EB5CC7FC,future_or_today,Castaway Craigs - Lake Milton,Castaway Craigs - Lake Milton,,,2026-08-02,2:00pm,2026-08-02 | 2:00pm | BOOKED | Castaway Craigs - Lake Milton | Castaway Craigs - Lake Milton
G0232,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-07,,pipe creek wharf river sandusky,current_sheet_future_gigs,assets/data/jddm-venues.csv,305,3,Booked,,,future_or_today,Pipe Creek Wharf,2026-08-07,"2330 River Ave, Sandusky, OH, 44870",pipe-creek-wharf-sandusky-oh-44870,2026-08-07,2026-08-07,2026-08-07
G0232,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-07,17:00,pipe creek wharf river sandusky,current_sheet_future_gigs,assets/data/jddm-venues.csv,305,4,Booked,,,future_or_today,Pipe Creek Wharf,2026-08-07 5:00pm ET | BOOKED | Pipe Creek Wharf | 1ohhuq5le7a0lcfl4i62e3t2hi@google.com,"2330 River Ave, Sandusky, OH, 44870",pipe-creek-wharf-sandusky-oh-44870,2026-08-07 5:00pm ET | BOOKED | Pipe Creek Wharf | 1ohhuq5le7a0lcfl4i62e3t2hi@google.com,2026-08-07 5:00pm ET | BOOKED | Pipe Creek Wharf | 1ohhuq5le7a0lcfl4i62e3t2hi@google.com,2026-08-07 5:00pm ET | BOOKED | Pipe Creek Wharf | 1ohhuq5le7a0lcfl4i62e3t2hi@google.com
G0232,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-07,17:00,pipe creek wharf pipe creek wharf,google_calendar_export,data/staged/jddm-calendar-gigs.csv,163,,BOOKED,justdeedeemusic@gmail.com,1ohhuq5le7a0lcfl4i62e3t2hi@google.com,future_or_today,Pipe Creek Wharf,Pipe Creek Wharf,,,2026-08-07,5:00pm,2026-08-07 | 5:00pm | BOOKED | Pipe Creek Wharf | Pipe Creek Wharf
G0233,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-08,,markko vineyard ridge conneaut,current_sheet_future_gigs,assets/data/jddm-venues.csv,253,3,Booked,,,future_or_today,Markko Vineyard and Winery,2026-08-08,"4500 S Ridge Rd W Conneaut, OH  44030, OH",markko-vineyard-and-winery-4500-s-ridge-rd-w-conneaut-oh-44030,2026-08-08,2026-08-08,2026-08-08
G0233,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-08,14:00,markko vineyard ridge conneaut,current_sheet_future_gigs,assets/data/jddm-venues.csv,253,4,Booked,,,future_or_today,Markko Vineyard and Winery,2026-08-08 2:00pm ET | BOOKED | Markko Vineyard | 61lvejoptcqi94f9f1bj0ng0r8@google.com,"4500 S Ridge Rd W Conneaut, OH  44030, OH",markko-vineyard-and-winery-4500-s-ridge-rd-w-conneaut-oh-44030,2026-08-08 2:00pm ET | BOOKED | Markko Vineyard | 61lvejoptcqi94f9f1bj0ng0r8@google.com,2026-08-08 2:00pm ET | BOOKED | Markko Vineyard | 61lvejoptcqi94f9f1bj0ng0r8@google.com,2026-08-08 2:00pm ET | BOOKED | Markko Vineyard | 61lvejoptcqi94f9f1bj0ng0r8@google.com
G0233,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-08,14:00,markko vineyard markko vineyard,google_calendar_export,data/staged/jddm-calendar-gigs.csv,164,,BOOKED,justdeedeemusic@gmail.com,61lvejoptcqi94f9f1bj0ng0r8@google.com,future_or_today,Markko Vineyard,Markko Vineyard,,,2026-08-08,2:00pm,2026-08-08 | 2:00pm | BOOKED | Markko Vineyard | Markko Vineyard
G0234,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-14,,bummin beaver washington chagrin falls,current_sheet_future_gigs,assets/data/jddm-venues.csv,74,3,Booked,,,future_or_today,Bummin' Beaver Brewery,2026-08-14,"11610 E Washington St, Chagrin Falls, OH, 44023",bummin-beaver-brewery-chagrin-falls-oh-44023,2026-08-14,2026-08-14,2026-08-14
G0234,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-14,18:00,bummin beaver washington chagrin falls,current_sheet_future_gigs,assets/data/jddm-venues.csv,74,4,Booked,,,future_or_today,Bummin' Beaver Brewery,2026-08-14 6:00pm ET | BOOKED | Bummin' Beaver Brewery | 11610 E Washington St,"11610 E Washington St, Chagrin Falls, OH, 44023",bummin-beaver-brewery-chagrin-falls-oh-44023,2026-08-14 6:00pm ET | BOOKED | Bummin' Beaver Brewery | 11610 E Washington St,2026-08-14 6:00pm ET | BOOKED | Bummin' Beaver Brewery | 11610 E Washington St,2026-08-14 6:00pm ET | BOOKED | Bummin' Beaver Brewery | 11610 E Washington St
G0234,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-14,18:00,bummin beaver bummin beaver washington chagrin falls,google_calendar_export,data/staged/jddm-calendar-gigs.csv,165,,BOOKED,justdeedeemusic@gmail.com,1e444o6si6feukdkko56qqquj4@google.com,future_or_today,Bummin' Beaver Brewery,Bummin' Beaver Brewery,"11610 E Washington St, Chagrin Falls, OH 44023",,2026-08-14,6:00pm,"2026-08-14 | 6:00pm | BOOKED | Bummin' Beaver Brewery | Bummin' Beaver Brewery | 11610 E Washington St, Chagrin Falls, OH 44023"
G0235,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-15,,pint pie works cleveland massillon bath,current_sheet_future_gigs,assets/data/jddm-venues.csv,422,3,Booked,,,future_or_today,The Pint & Pie Works,2026-08-15,"1925 North Cleveland Massillon Rd, Bath, OH",the-pint-and-pie-works-bath-oh,2026-08-15,2026-08-15,2026-08-15
G0235,3,current_sheet_future_gigs; google_calendar_export,cross_source_match_or_duplicate,1,Same likely gig appears in multiple sources; keep one canonical event,yes,,,2026-08-15,18:00,pint pie works cleveland massillon bath,current_sheet_future_gigs,assets/data/jddm-venues.csv,422,4,Booked,,,future_or_today,The Pint & Pie Works,2026-08-15 6:00pm ET | BOOKED | Pint & Pie Works | 39pah3re4u66av8bvdv8qe7hhv@google.com,"1925 North Cleveland Massillon Rd, Bath, OH",the-pint-and-pie-works-bath-oh,2026-08-15 6:00pm ET | BOOKED | Pint & Pie Works | 39pah3re4u66av8bvdv8qe7hhv@google.com,2026-08-15 6:00pm ET | BOOKED | Pint & Pie Works | 39pah3re4u66av8bvdv8qe7hhv@google.com,2026-08-15 6:00pm ET | BOOKED | Pint & Pie Works | 39pah3re4u66av8bvdv8qe7hhv@google.com
